<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
GAZP,60,20221103,180000,168.8000000,169.6500000,168.4000000,169.3800000,2332620
GAZP,60,20221103,190000,169.3900000,169.4700000,168.9300000,169.4700000,1081820
GAZP,60,20221103,200000,169.1500000,169.5000000,169.1500000,169.4900000,401560
GAZP,60,20221103,210000,169.4400000,169.6500000,168.8000000,168.8500000,716040
GAZP,60,20221103,220000,168.8900000,169.1800000,168.8000000,169.1700000,216500
GAZP,60,20221103,230000,169.1600000,169.2200000,169.0000000,169.1300000,170720
GAZP,60,20221104,000000,169.1800000,169.2900000,169.0500000,169.1400000,419620
GAZP,60,20221107,110000,171.0200000,171.5900000,169.9800000,170.6200000,4506420
GAZP,60,20221107,120000,170.6200000,170.9000000,170.3400000,170.5000000,2432730
GAZP,60,20221107,130000,170.5000000,170.8000000,170.0000000,170.2300000,3506710
GAZP,60,20221107,140000,170.2300000,170.3900000,169.6400000,169.8800000,2286360
GAZP,60,20221107,150000,169.8800000,170.0000000,169.5200000,169.9400000,1408560
GAZP,60,20221107,160000,169.9400000,170.1800000,169.8500000,169.9200000,1023800
GAZP,60,20221107,170000,169.9500000,170.0000000,169.6000000,169.8500000,1168200
GAZP,60,20221107,180000,169.8500000,170.0000000,169.6500000,169.7300000,1758320
GAZP,60,20221107,190000,169.7300000,169.9900000,169.6500000,169.9900000,1306670
GAZP,60,20221107,200000,169.8900000,170.6000000,169.8500000,170.1000000,688080
GAZP,60,20221107,210000,170.1000000,170.1500000,169.7300000,170.0300000,450450
GAZP,60,20221107,220000,170.0300000,170.0300000,169.8100000,169.8500000,456760
GAZP,60,20221107,230000,169.8400000,169.9000000,169.7900000,169.8400000,448610
GAZP,60,20221108,000000,169.8100000,169.9000000,169.7600000,169.8500000,323630
GAZP,60,20221108,110000,170.0500000,170.9500000,169.3500000,169.9000000,3976560
GAZP,60,20221108,120000,169.8600000,169.9800000,169.1700000,169.8500000,1768750
GAZP,60,20221108,130000,169.8500000,169.9000000,169.4900000,169.8200000,1225620
GAZP,60,20221108,140000,169.8000000,170.1000000,169.7000000,170.0900000,953340
GAZP,60,20221108,150000,170.0900000,172.0000000,170.0900000,171.1800000,8133100
GAZP,60,20221108,160000,171.1800000,171.4200000,170.6100000,171.1500000,1963410
GAZP,60,20221108,170000,171.1500000,171.2900000,170.5000000,170.6500000,1655800
GAZP,60,20221108,180000,170.6900000,170.8400000,170.0200000,170.6300000,1257960
GAZP,60,20221108,190000,170.6300000,170.6800000,169.9500000,170.0000000,1576090
GAZP,60,20221108,200000,170.0000000,170.4400000,169.9600000,170.3700000,435520
GAZP,60,20221108,210000,170.3700000,170.4900000,170.1300000,170.4500000,339590
GAZP,60,20221108,220000,170.4900000,170.6900000,169.9600000,169.9900000,612470
GAZP,60,20221108,230000,169.9900000,170.0000000,169.2000000,169.5000000,919890
GAZP,60,20221109,000000,169.5000000,169.9900000,169.4600000,169.9700000,426520
GAZP,60,20221109,110000,169.8400000,170.3200000,169.0000000,169.2700000,3091610
GAZP,60,20221109,120000,169.2200000,169.6100000,168.1400000,168.1500000,3299160
GAZP,60,20221109,130000,168.1400000,168.6900000,168.1100000,168.1800000,1994800
GAZP,60,20221109,140000,168.1900000,168.6400000,168.1600000,168.3400000,1011030
GAZP,60,20221109,150000,168.4100000,169.0900000,168.2500000,169.0900000,1219850
GAZP,60,20221109,160000,169.0900000,169.2800000,168.6500000,169.1700000,902590
GAZP,60,20221109,170000,169.1700000,169.2500000,168.5800000,168.7700000,964500
GAZP,60,20221109,180000,168.7700000,168.9500000,168.5100000,168.7500000,659600
GAZP,60,20221109,190000,168.7600000,168.9500000,168.1000000,168.1000000,1745910
GAZP,60,20221109,200000,168.0800000,168.0800000,166.1500000,167.6200000,2240360
GAZP,60,20221109,210000,167.6200000,167.7300000,166.8200000,167.6400000,998440
GAZP,60,20221109,220000,167.6200000,167.6500000,167.1300000,167.2600000,293610
GAZP,60,20221109,230000,167.2600000,167.3500000,167.1000000,167.1000000,337760
GAZP,60,20221110,000000,167.1000000,167.2800000,167.0200000,167.1000000,323270
GAZP,60,20221110,110000,167.5000000,168.0000000,167.1800000,167.6300000,2638330
GAZP,60,20221110,120000,167.5800000,169.6100000,167.5800000,169.5900000,3532940
GAZP,60,20221110,130000,169.6000000,169.6100000,168.7700000,168.8800000,2022320
GAZP,60,20221110,140000,168.8600000,169.4600000,168.6200000,169.3800000,1172090
GAZP,60,20221110,150000,169.3800000,170.1800000,169.3100000,169.7400000,2403010
GAZP,60,20221110,160000,169.7400000,169.9000000,168.7800000,168.9300000,1582690
GAZP,60,20221110,170000,168.9600000,168.9600000,168.0000000,168.3700000,3374240
GAZP,60,20221110,180000,168.3700000,168.9000000,168.1000000,168.4000000,3370440
GAZP,60,20221110,190000,168.4000000,168.5000000,168.3400000,168.4000000,1209570
GAZP,60,20221110,200000,168.7500000,169.2900000,168.3500000,169.2900000,834760
GAZP,60,20221110,210000,169.2900000,169.3000000,168.5000000,168.8600000,658610
GAZP,60,20221110,220000,168.8600000,169.1500000,168.5800000,168.9000000,363640
GAZP,60,20221110,230000,168.9000000,169.1200000,168.8300000,168.9000000,353860
GAZP,60,20221111,000000,168.9000000,168.9000000,168.5200000,168.9000000,393080
GAZP,60,20221111,110000,169.2900000,169.5400000,167.5600000,168.0900000,3817650
GAZP,60,20221111,120000,168.1400000,168.6100000,168.0000000,168.2400000,988420
GAZP,60,20221111,130000,168.2400000,168.4900000,167.5100000,168.1500000,1296050
GAZP,60,20221111,140000,168.1400000,168.6900000,168.0000000,168.6100000,776370
GAZP,60,20221111,150000,168.6200000,168.7000000,168.2500000,168.4900000,725920
GAZP,60,20221111,160000,168.4900000,168.8600000,168.4400000,168.7100000,832890
GAZP,60,20221111,170000,168.7100000,168.7500000,168.5300000,168.6000000,890370
GAZP,60,20221111,180000,168.6000000,169.0900000,168.5400000,169.0100000,1890460
GAZP,60,20221111,190000,169.0100000,170.0000000,169.0000000,169.9600000,2395400
GAZP,60,20221111,200000,169.9600000,170.6000000,169.5000000,169.8900000,1288770
GAZP,60,20221111,210000,169.8800000,169.9500000,169.6200000,169.8500000,539830
GAZP,60,20221111,220000,169.8700000,169.9900000,169.6600000,169.9700000,328650
GAZP,60,20221111,230000,169.9600000,169.9900000,169.7400000,169.8500000,441720
GAZP,60,20221112,000000,169.8500000,169.9000000,169.8000000,169.8600000,367020
GAZP,60,20221114,110000,170.8300000,171.9200000,170.1600000,170.6600000,6561060
GAZP,60,20221114,120000,170.6700000,170.7700000,170.1600000,170.4600000,2743130
GAZP,60,20221114,130000,170.4600000,170.5700000,170.2200000,170.2300000,1150370
GAZP,60,20221114,140000,170.2300000,170.3800000,169.7000000,169.7200000,2267180
GAZP,60,20221114,150000,169.7100000,169.8300000,169.0500000,169.1200000,1925790
GAZP,60,20221114,160000,169.1300000,169.6000000,169.0000000,169.0600000,1744630
GAZP,60,20221114,170000,169.0600000,169.0600000,166.5100000,167.9800000,6699610
GAZP,60,20221114,180000,167.9700000,168.4900000,167.5500000,168.2000000,2268700
GAZP,60,20221114,190000,168.2000000,169.6300000,168.1200000,169.6300000,1994930
GAZP,60,20221114,200000,169.4600000,169.6300000,169.0200000,169.2000000,764910
GAZP,60,20221114,210000,169.2000000,169.5800000,169.2000000,169.3000000,551860
GAZP,60,20221114,220000,169.3000000,169.3000000,169.2400000,169.3000000,387970
GAZP,60,20221114,230000,169.2400000,169.5800000,169.2300000,169.5500000,417060
GAZP,60,20221115,000000,169.5400000,169.6900000,169.4400000,169.6000000,528830
GAZP,60,20221115,110000,171.1000000,171.3000000,169.3400000,169.9000000,4014720
GAZP,60,20221115,120000,169.9000000,169.9000000,168.6700000,168.9300000,2222630
GAZP,60,20221115,130000,168.9700000,169.5000000,168.4000000,169.3800000,2050340
GAZP,60,20221115,140000,169.3700000,169.5000000,169.0200000,169.2200000,969670
GAZP,60,20221115,150000,169.2300000,169.2800000,168.6300000,168.9200000,840880
GAZP,60,20221115,160000,168.9200000,169.0400000,168.6000000,168.6000000,797250
GAZP,60,20221115,170000,168.6000000,169.4800000,168.5400000,169.2500000,880000
GAZP,60,20221115,180000,169.2500000,169.3600000,168.8400000,169.3400000,521140
GAZP,60,20221115,190000,169.3400000,169.9500000,169.2400000,169.2500000,856150
GAZP,60,20221115,200000,169.2500000,169.3800000,168.9000000,169.0500000,295230
GAZP,60,20221115,210000,169.0200000,169.2400000,168.9700000,169.1100000,212170
GAZP,60,20221115,220000,169.1100000,169.1500000,164.1100000,164.9400000,5729900
GAZP,60,20221115,230000,164.9400000,166.9900000,161.7900000,166.7200000,11862440
GAZP,60,20221116,000000,166.7800000,166.8000000,165.5300000,166.2500000,1692170
GAZP,60,20221116,110000,166.7500000,168.8600000,166.6200000,168.1100000,5187080
GAZP,60,20221116,120000,168.1200000,168.3800000,167.8100000,167.9400000,897390
GAZP,60,20221116,130000,167.9400000,169.1500000,167.8400000,168.7100000,1907520
GAZP,60,20221116,140000,168.7200000,168.8000000,168.3500000,168.4600000,641080
GAZP,60,20221116,150000,168.4600000,168.7000000,167.8900000,168.1400000,882050
GAZP,60,20221116,160000,168.1300000,168.9600000,168.1300000,168.5600000,1256740
GAZP,60,20221116,170000,168.5900000,168.8600000,168.1500000,168.6100000,754540
GAZP,60,20221116,180000,168.6100000,168.6600000,168.1700000,168.5800000,644720
GAZP,60,20221116,190000,168.5700000,168.9000000,168.4000000,168.8800000,624690
GAZP,60,20221116,200000,168.8800000,169.0000000,168.4400000,168.5900000,349580
GAZP,60,20221116,210000,168.5400000,168.5900000,168.2000000,168.4400000,268680
GAZP,60,20221116,220000,168.4100000,168.4400000,168.2600000,168.4400000,163940
GAZP,60,20221116,230000,168.4400000,168.8000000,168.4400000,168.7900000,199480
GAZP,60,20221117,000000,168.7500000,168.7900000,168.6800000,168.7600000,232890
GAZP,60,20221117,110000,168.8100000,169.8000000,168.7100000,169.1700000,2505230
GAZP,60,20221117,120000,169.1800000,169.2500000,168.3000000,168.7700000,1665750
GAZP,60,20221117,130000,168.7500000,169.3000000,168.5000000,169.1800000,873310
GAZP,60,20221117,140000,169.1900000,169.2700000,168.5500000,168.9600000,1042230
GAZP,60,20221117,150000,168.9600000,169.4500000,168.5100000,168.9800000,1138850
GAZP,60,20221117,160000,168.9800000,169.1100000,168.8300000,169.0800000,662160
GAZP,60,20221117,170000,169.0800000,169.1100000,168.6500000,168.6800000,789290
GAZP,60,20221117,180000,168.6700000,169.0800000,168.6000000,169.0000000,695750
GAZP,60,20221117,190000,169.0000000,169.0400000,168.8000000,168.8100000,300260
GAZP,60,20221117,200000,168.8000000,168.8000000,168.0100000,168.5600000,559920
GAZP,60,20221117,210000,168.5300000,168.7900000,168.4900000,168.6400000,217280
GAZP,60,20221117,220000,168.6500000,168.6700000,168.5500000,168.6200000,119660
GAZP,60,20221117,230000,168.5800000,168.8600000,168.5700000,168.8500000,112650
GAZP,60,20221118,000000,168.8500000,169.0600000,168.8200000,168.9900000,224890
GAZP,60,20221118,110000,169.2000000,169.2500000,168.5400000,168.8400000,1497350
GAZP,60,20221118,120000,168.8400000,168.8800000,168.1500000,168.2500000,998310
GAZP,60,20221118,130000,168.2800000,168.6500000,167.6000000,167.6500000,1568360
GAZP,60,20221118,140000,167.6500000,168.1200000,167.5100000,168.0200000,1186660
GAZP,60,20221118,150000,168.0200000,168.6700000,167.9500000,168.1500000,691800
GAZP,60,20221118,160000,168.1400000,168.2100000,168.0500000,168.1900000,372230
GAZP,60,20221118,170000,168.2000000,168.2100000,167.8800000,167.9500000,487340
GAZP,60,20221118,180000,167.9500000,169.0000000,167.9000000,168.6000000,1505380
GAZP,60,20221118,190000,168.6100000,169.0100000,168.5600000,168.6900000,963540
GAZP,60,20221118,200000,168.6900000,168.9600000,168.3700000,168.4200000,251140
GAZP,60,20221118,210000,168.4200000,168.5900000,168.3800000,168.4000000,104100
GAZP,60,20221118,220000,168.4000000,168.5700000,168.3000000,168.5600000,100370
GAZP,60,20221118,230000,168.5600000,168.7900000,168.5200000,168.6700000,112880
GAZP,60,20221119,000000,168.6800000,168.8000000,168.5800000,168.7900000,249510
GAZP,60,20221121,110000,168.6000000,168.6700000,167.6000000,167.8300000,1460960
GAZP,60,20221121,120000,167.8100000,167.8100000,167.0100000,167.0100000,2120320
GAZP,60,20221121,130000,167.0100000,167.7700000,167.0000000,167.4900000,977940
GAZP,60,20221121,140000,167.5000000,167.9600000,167.3500000,167.5000000,656630
GAZP,60,20221121,150000,167.5000000,167.5400000,167.2500000,167.5000000,497770
GAZP,60,20221121,160000,167.5000000,167.8000000,167.4500000,167.8000000,715130
GAZP,60,20221121,170000,167.7900000,168.3800000,167.7900000,168.0000000,789020
GAZP,60,20221121,180000,167.9900000,168.1000000,167.5000000,167.5800000,794910
GAZP,60,20221121,190000,167.5800000,167.7600000,167.5100000,167.6400000,506240
GAZP,60,20221121,200000,167.7600000,167.8400000,167.1000000,167.6000000,485380
GAZP,60,20221121,210000,167.5800000,168.1500000,167.5600000,167.9900000,430700
GAZP,60,20221121,220000,167.9800000,168.3800000,167.8900000,168.0800000,462990
GAZP,60,20221121,230000,168.0800000,168.2100000,167.8700000,167.9200000,227820
GAZP,60,20221122,000000,167.9700000,168.2000000,167.8500000,168.1300000,149510
GAZP,60,20221122,110000,167.8900000,168.4000000,167.5000000,168.1400000,1996450
GAZP,60,20221122,120000,168.1400000,168.5000000,167.7000000,167.9400000,1136350
GAZP,60,20221122,130000,167.9400000,168.1800000,167.6700000,167.8600000,584120
GAZP,60,20221122,140000,167.8600000,168.0000000,167.6500000,167.8100000,644540
GAZP,60,20221122,150000,167.8000000,167.8500000,167.4500000,167.5200000,1105800
GAZP,60,20221122,160000,167.5200000,167.9500000,167.4500000,167.6500000,976860
GAZP,60,20221122,170000,167.6200000,167.7800000,167.5500000,167.7000000,425160
GAZP,60,20221122,180000,167.7100000,168.1000000,167.6000000,168.1000000,583620
GAZP,60,20221122,190000,168.1000000,168.3800000,168.0100000,168.2900000,1216490
GAZP,60,20221122,200000,168.2900000,168.3800000,167.8500000,168.0000000,447010
GAZP,60,20221122,210000,168.0000000,168.0000000,167.9000000,168.0000000,228220
GAZP,60,20221122,220000,168.0000000,168.0000000,167.8000000,167.9800000,201800
GAZP,60,20221122,230000,167.9800000,167.9900000,167.8500000,167.8900000,94590
GAZP,60,20221123,000000,167.9000000,168.1500000,167.8300000,168.0800000,299340
GAZP,60,20221123,110000,168.2500000,168.3500000,167.6000000,167.8600000,1107020
GAZP,60,20221123,120000,167.8500000,168.1100000,167.5000000,168.0100000,1008870
GAZP,60,20221123,130000,168.0200000,169.5000000,167.5300000,169.1700000,5134490
GAZP,60,20221123,140000,169.1900000,170.6000000,168.8100000,169.8400000,4687270
GAZP,60,20221123,150000,169.8100000,169.9100000,169.0700000,169.4000000,1535130
GAZP,60,20221123,160000,169.4000000,169.7400000,169.1500000,169.1500000,812090
GAZP,60,20221123,170000,169.1600000,169.2000000,168.5500000,169.0000000,1630960
GAZP,60,20221123,180000,169.0000000,169.3500000,168.9200000,169.2500000,624880
GAZP,60,20221123,190000,169.2400000,169.3100000,169.0000000,169.0000000,411000
GAZP,60,20221123,200000,169.0000000,169.0600000,168.4100000,168.7100000,623810
GAZP,60,20221123,210000,168.7000000,168.9500000,168.6200000,168.8400000,247550
GAZP,60,20221123,220000,168.8400000,169.1500000,168.8000000,168.9700000,160870
GAZP,60,20221123,230000,168.9400000,169.1500000,168.8500000,169.1000000,167610
GAZP,60,20221124,000000,169.1000000,169.2900000,168.9200000,169.1500000,205390
GAZP,60,20221124,110000,169.4100000,170.2400000,168.6000000,169.7200000,2227800
GAZP,60,20221124,120000,169.7000000,170.8700000,169.5200000,170.1700000,3229200
GAZP,60,20221124,130000,170.1600000,170.1900000,169.6600000,169.7600000,1016100
GAZP,60,20221124,140000,169.7700000,169.9500000,169.3700000,169.7500000,549360
GAZP,60,20221124,150000,169.7500000,169.7500000,169.1100000,169.3700000,781120
GAZP,60,20221124,160000,169.3700000,169.5000000,169.1400000,169.3100000,336750
GAZP,60,20221124,170000,169.3400000,169.3600000,169.0500000,169.1700000,731420
GAZP,60,20221124,180000,169.1800000,169.4500000,169.0000000,169.0300000,644700
GAZP,60,20221124,190000,169.0400000,169.2900000,168.8000000,169.2900000,725400
GAZP,60,20221124,200000,169.1700000,169.2000000,168.8900000,169.1500000,132220
GAZP,60,20221124,210000,169.1500000,169.1500000,169.0000000,169.0500000,80280
GAZP,60,20221124,220000,169.0500000,169.1500000,168.9600000,168.9800000,112100
GAZP,60,20221124,230000,168.9800000,169.1100000,168.9000000,168.9400000,120660
GAZP,60,20221125,000000,168.9400000,169.0800000,168.9000000,168.9600000,108810
GAZP,60,20221125,110000,169.2000000,169.4900000,168.1000000,168.2200000,2797290
GAZP,60,20221125,120000,168.2200000,168.8000000,168.1000000,168.7100000,842170
GAZP,60,20221125,130000,168.7100000,168.7300000,168.4000000,168.7300000,570370
GAZP,60,20221125,140000,168.7300000,168.7300000,168.5700000,168.7300000,392830
GAZP,60,20221125,150000,168.7300000,169.0400000,168.6500000,168.9900000,762450
GAZP,60,20221125,160000,168.9900000,169.0400000,168.7600000,168.8600000,611140
GAZP,60,20221125,170000,168.8600000,169.1000000,168.8500000,169.0900000,745050
GAZP,60,20221125,180000,169.0600000,169.1400000,168.9000000,169.0100000,1035840
GAZP,60,20221125,190000,169.0400000,169.1800000,169.0200000,169.1800000,1578160
GAZP,60,20221125,200000,169.5000000,169.5300000,168.9000000,168.9800000,276550
GAZP,60,20221125,210000,168.9600000,169.0000000,168.9100000,168.9500000,126770
GAZP,60,20221125,220000,168.9500000,168.9700000,168.8700000,168.8800000,98780
GAZP,60,20221125,230000,168.9200000,169.0900000,168.8700000,169.0000000,72310
GAZP,60,20221126,000000,169.0000000,169.1900000,168.9400000,169.0300000,246740
GAZP,60,20221128,110000,167.9500000,168.4900000,167.5200000,168.1000000,3151550
GAZP,60,20221128,120000,168.1300000,168.1500000,167.8200000,168.0000000,954120
GAZP,60,20221128,130000,168.0100000,168.1000000,167.7900000,167.8700000,521590
GAZP,60,20221128,140000,167.9000000,167.9900000,167.7900000,167.8100000,623340
GAZP,60,20221128,150000,167.8100000,168.5700000,167.7600000,168.2900000,943420
GAZP,60,20221128,160000,168.2900000,168.6700000,168.1000000,168.1300000,463530
GAZP,60,20221128,170000,168.1700000,168.4500000,168.1100000,168.3200000,523770
GAZP,60,20221128,180000,168.3300000,168.4400000,168.1300000,168.4200000,870520
GAZP,60,20221128,190000,168.4400000,168.6300000,168.2000000,168.6000000,797630
GAZP,60,20221128,200000,168.6000000,168.6000000,168.2200000,168.4900000,135220
GAZP,60,20221128,210000,168.4800000,168.5700000,168.4700000,168.5400000,105620
GAZP,60,20221128,220000,168.5400000,168.6000000,168.3500000,168.4900000,101050
GAZP,60,20221128,230000,168.5000000,168.5200000,168.2300000,168.3500000,140470
GAZP,60,20221129,000000,168.3700000,168.3700000,168.1000000,168.1000000,149960
GAZP,60,20221129,110000,168.5700000,169.0000000,168.0700000,168.2200000,1778950
GAZP,60,20221129,120000,168.2100000,168.4500000,167.9200000,168.2100000,1196080
GAZP,60,20221129,130000,168.2100000,168.3000000,168.0000000,168.0000000,618030
GAZP,60,20221129,140000,168.0100000,168.1800000,168.0000000,168.0400000,677060
GAZP,60,20221129,150000,168.0300000,168.0700000,168.0000000,168.0100000,469870
GAZP,60,20221129,160000,168.0100000,168.4200000,168.0100000,168.3400000,1115670
GAZP,60,20221129,170000,168.3400000,168.7600000,168.3400000,168.3900000,889420
GAZP,60,20221129,180000,168.3900000,168.4000000,167.9300000,168.2000000,1570890
GAZP,60,20221129,190000,168.2000000,168.2000000,167.9700000,168.0000000,907810
GAZP,60,20221129,200000,168.2600000,168.2600000,168.0000000,168.1500000,161260
GAZP,60,20221129,210000,168.1600000,168.3400000,168.1600000,168.2500000,119530
GAZP,60,20221129,220000,168.2600000,168.3800000,168.1900000,168.2300000,127120
GAZP,60,20221129,230000,168.2100000,168.2500000,168.1600000,168.1800000,71640
GAZP,60,20221130,000000,168.1600000,168.1800000,168.1000000,168.1000000,81310
GAZP,60,20221130,110000,167.9800000,168.1900000,167.8900000,168.1500000,1624130
GAZP,60,20221130,120000,168.1500000,168.1600000,168.1200000,168.1600000,563410
GAZP,60,20221130,130000,168.1600000,168.1700000,168.1400000,168.1500000,1118060
GAZP,60,20221130,140000,168.1500000,168.1700000,167.9100000,168.0600000,1205470
GAZP,60,20221130,150000,168.0600000,168.0800000,167.9500000,168.0400000,834860
GAZP,60,20221130,160000,168.0100000,168.0400000,167.9000000,167.9800000,1036290
GAZP,60,20221130,170000,167.9800000,168.0300000,167.7500000,168.0000000,1279410
GAZP,60,20221130,180000,168.0000000,168.0000000,167.8200000,167.8600000,1410600
GAZP,60,20221130,190000,167.8600000,167.8700000,167.6100000,167.7000000,1214290
GAZP,60,20221130,200000,167.7000000,167.8300000,167.6000000,167.6900000,242950
GAZP,60,20221130,210000,167.7000000,167.7000000,167.6000000,167.6500000,317160
GAZP,60,20221130,220000,167.6500000,167.7000000,167.6000000,167.7000000,116010
GAZP,60,20221130,230000,167.7000000,167.7500000,167.6400000,167.7500000,318260
GAZP,60,20221201,000000,167.7500000,167.7900000,167.6800000,167.7000000,540240
GAZP,60,20221201,110000,168.0000000,168.7600000,167.9000000,168.0500000,2159440
GAZP,60,20221201,120000,168.0500000,168.0500000,167.2200000,167.4000000,2178290
GAZP,60,20221201,130000,167.4100000,167.4400000,166.6700000,167.1400000,2059070
GAZP,60,20221201,140000,167.1100000,167.1800000,166.8200000,166.8800000,974380
GAZP,60,20221201,150000,166.8900000,167.4100000,166.8500000,167.1700000,822830
GAZP,60,20221201,160000,167.1600000,167.1900000,166.9200000,167.0800000,674820
GAZP,60,20221201,170000,167.0900000,167.1000000,166.8800000,167.0100000,739390
GAZP,60,20221201,180000,167.0000000,167.0100000,166.9700000,166.9900000,752460
GAZP,60,20221201,190000,166.9900000,167.0100000,166.9100000,167.0000000,553990
GAZP,60,20221201,200000,167.2500000,167.2500000,166.3100000,166.9300000,402270
GAZP,60,20221201,210000,166.9400000,167.0000000,166.8100000,166.9600000,214030
GAZP,60,20221201,220000,166.9200000,167.0000000,166.8300000,166.9800000,162350
GAZP,60,20221201,230000,166.9800000,167.0000000,166.8900000,166.9400000,155010
GAZP,60,20221202,000000,166.9100000,167.0000000,166.8800000,166.9800000,101400
